id,displayName,primaryImage,heightCm,birthDate,deathDate,meterRanking,page,currentRank,currentRank_Tier
nm1258830,Sophie Winkleman,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEwNzgyNDMxN15BMl5BanBnXkFtZTcwMDc1NTEzMQ@@._V1_.jpg', 'width': 450, 'height': 580}",178.0,"{'year': 1980, 'month': 8, 'day': 5}",,"{'currentRank': 4630, 'changeDirection': 'UP', 'difference': 1212}",46,4630.0,1.0
nm1123709,Ryan Bingham,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU2NDI0MjEzMV5BMl5BanBnXkFtZTcwODgwNDc0NA@@._V1_.jpg', 'width': 1512, 'height': 2048}",,"{'year': 1981, 'month': 3, 'day': 31}",,"{'currentRank': 4631, 'changeDirection': 'DOWN', 'difference': 1480}",46,4631.0,1.0
nm13575138,Marcello Hernández,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWQ4Zjg4NDctZTRiMC00ZDY2LWFjZjYtMzFlM2IzN2I3MmZjXkEyXkFqcGc@._V1_.jpg', 'width': 606, 'height': 763}",170.0,"{'year': 1997, 'month': 8, 'day': 19}",,"{'currentRank': 4632, 'changeDirection': 'DOWN', 'difference': 2384}",46,4632.0,1.0
nm0000328,Richard Chamberlain,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY1NTczMjI5Nl5BMl5BanBnXkFtZTcwMzcwNTMwNw@@._V1_.jpg', 'width': 1643, 'height': 2048}",185.0,"{'year': 1934, 'month': 3, 'day': 31}","{'year': 2025, 'month': 3, 'day': 29}","{'currentRank': 4633, 'changeDirection': 'DOWN', 'difference': 172}",46,4633.0,1.0
nm0381478,Jared Hess,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI0ODkwODY2OV5BMl5BanBnXkFtZTYwODExNjA3._V1_.jpg', 'width': 485, 'height': 363}",196.0,"{'year': 1979, 'month': 7, 'day': 18}",,"{'currentRank': 4634, 'changeDirection': 'DOWN', 'difference': 24}",46,4634.0,1.0
nm0431918,Mike Judge,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE2OTY1Mzg3MV5BMl5BanBnXkFtZTcwNzI0MjExNw@@._V1_.jpg', 'width': 1362, 'height': 2048}",182.0,"{'year': 1962, 'month': 10, 'day': 17}",,"{'currentRank': 4635, 'changeDirection': 'DOWN', 'difference': 738}",46,4635.0,1.0
nm9455181,Mert Ramazan Demir,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA4OWU2OTItZmIyZC00MGYxLWE4M2EtMmM2OWI1ZDA5OGIwXkEyXkFqcGc@._V1_.jpg', 'width': 932, 'height': 1116}",178.0,"{'year': 1998, 'month': 1, 'day': 28}",,"{'currentRank': 4636, 'changeDirection': 'UP', 'difference': 8583}",46,4636.0,1.0
nm0354937,Jennifer Hale,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM4NzAxY2EtMmU0MS00OTg2LTk3OWEtMGNhOTFlYjJjNmFlXkEyXkFqcGc@._V1_CR0,1,426,639_.jpg', 'width': 426, 'height': 639}",168.0,,,"{'currentRank': 4637, 'changeDirection': 'DOWN', 'difference': 448}",46,4637.0,1.0
nm0204493,Don S. Davis,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTEyOTI5MTIxOV5BMl5BanBnXkFtZTcwODkwNDI3NA@@._V1_.jpg', 'width': 682, 'height': 1023}",178.0,"{'year': 1942, 'month': 8, 'day': 4}","{'year': 2008, 'month': 6, 'day': 29}","{'currentRank': 4638, 'changeDirection': 'DOWN', 'difference': 263}",46,4638.0,1.0
nm2699047,Brittany Ross,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2FhMTZhNDktOGE5Yi00YmFkLThjNWEtNDdhMjE5MTIwMmFhXkEyXkFqcGc@._V1_.jpg', 'width': 960, 'height': 1192}",155.0,"{'year': 1986, 'month': 6, 'day': 16}",,"{'currentRank': 4639, 'changeDirection': 'UP', 'difference': 5956}",46,4639.0,1.0
nm0000310,Bruce Boxleitner,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI2MTc5OTQ0M15BMl5BanBnXkFtZTcwMjY1Mjg4Mg@@._V1_.jpg', 'width': 360, 'height': 540}",188.0,"{'year': 1950, 'month': 5, 'day': 12}",,"{'currentRank': 4640, 'changeDirection': 'DOWN', 'difference': 606}",46,4640.0,1.0
nm2106870,Kristian Bruun,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGQ1ZmQ4MGUtZWNkNy00MTllLTg0MmMtNWJkNmIyODA1ZjFiXkEyXkFqcGc@._V1_.jpg', 'width': 4160, 'height': 6240}",185.0,"{'year': 1979, 'month': 10, 'day': 25}",,"{'currentRank': 4641, 'changeDirection': 'DOWN', 'difference': 385}",46,4641.0,1.0
nm12376808,Amanda Morrow,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDY2YzAxOTEtZjdmMi00NGJlLWI3M2EtZTdiNjYxMmRmZWFkXkEyXkFqcGc@._V1_.jpg', 'width': 2800, 'height': 3500}",168.0,,,"{'currentRank': 4642, 'changeDirection': 'DOWN', 'difference': 194}",46,4642.0,1.0
nm0721205,Ernie Reyes Jr.,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmNmMGU3NjctNjhjMy00NjAwLWI5OGEtMmEzNDlkZWU5NDc0XkEyXkFqcGc@._V1_CR122,9,390,585_.jpg', 'width': 390, 'height': 585}",165.0,"{'year': 1972, 'month': 1, 'day': 15}",,"{'currentRank': 4643, 'changeDirection': 'UP', 'difference': 1190}",46,4643.0,1.0
nm12963245,Jordan Jensen,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzc3MGMyMDMtMmYwYS00NTYxLTk0ZmYtODk2NTkxMmY3ZGQyXkEyXkFqcGc@._V1_.jpg', 'width': 1365, 'height': 2048}",,,,"{'currentRank': 4644, 'changeDirection': 'UP', 'difference': 1013}",46,4644.0,1.0
nm0003506,James Mangold,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWIxOTIwYzAtNDQyOS00MmNkLThiNjQtYmM5MzRmMjQ1NjhjXkEyXkFqcGc@._V1_CR597,0,1430,2145_.jpg', 'width': 1430, 'height': 2145}",183.0,"{'year': 1963, 'month': 12, 'day': 16}",,"{'currentRank': 4645, 'changeDirection': 'DOWN', 'difference': 348}",46,4645.0,1.0
nm0001687,Gena Rowlands,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA4MzAwMTQ1Ml5BMl5BanBnXkFtZTYwMzQyNjMz._V1_.jpg', 'width': 266, 'height': 400}",168.0,"{'year': 1930, 'month': 6, 'day': 19}","{'year': 2024, 'month': 8, 'day': 14}","{'currentRank': 4646, 'changeDirection': 'DOWN', 'difference': 165}",46,4646.0,1.0
nm0005080,Andrew Keegan,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzU4MjI3MWQtNTliOS00YjJmLTg0M2QtNDEyNmZkN2U1YTBiXkEyXkFqcGc@._V1_.jpg', 'width': 427, 'height': 640}",179.0,"{'year': 1979, 'month': 1, 'day': 29}",,"{'currentRank': 4647, 'changeDirection': 'UP', 'difference': 640}",46,4647.0,1.0
nm1533927,Alex O'Loughlin,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWJmOTUzMWEtMmU3MS00Yzk1LTk2MWQtNDFiMmVhYWFhZmQ1XkEyXkFqcGc@._V1_.jpg', 'width': 3024, 'height': 4032}",185.0,"{'year': 1976, 'month': 8, 'day': 24}",,"{'currentRank': 4648, 'changeDirection': 'UP', 'difference': 185}",46,4648.0,1.0
nm0001002,Dean Cain,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg5MDEzNDQ4MF5BMl5BanBnXkFtZTcwNzgxODQzMQ@@._V1_.jpg', 'width': 450, 'height': 569}",182.0,"{'year': 1966, 'month': 7, 'day': 31}",,"{'currentRank': 4649, 'changeDirection': 'UP', 'difference': 470}",46,4649.0,1.0
nm1628079,Leven Rambin,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWY1MDExMGQtZDEyYi00ZWNmLWE4NGItOGVmMDZhYzE2Zjk5XkEyXkFqcGc@._V1_CR351,325,3333,5000_.jpg', 'width': 3333, 'height': 5000}",171.0,"{'year': 1990, 'month': 5, 'day': 17}",,"{'currentRank': 4650, 'changeDirection': 'DOWN', 'difference': 495}",46,4650.0,1.0
nm4187130,Sam Keeley,"{'url': 'https://m.media-amazon.com/images/M/MV5BYWE4MzhlNmQtYTViOC00N2E1LTgzOWMtZTQzMjM1YzljNGEyXkEyXkFqcGc@._V1_.jpg', 'width': 3512, 'height': 4777}",,"{'year': 1990, 'month': 11, 'day': 29}",,"{'currentRank': 4651, 'changeDirection': 'UP', 'difference': 1837}",46,4651.0,1.0
nm0001137,William Devane,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTkwOTE2NDIyNV5BMl5BanBnXkFtZTgwOTE1MTQ2NjE@._V1_.jpg', 'width': 1462, 'height': 1950}",178.0,"{'year': 1939, 'month': 9, 'day': 5}",,"{'currentRank': 4652, 'changeDirection': 'DOWN', 'difference': 367}",46,4652.0,1.0
nm7635404,Alice Brittain,"{'url': 'https://m.media-amazon.com/images/M/MV5BODdhOGUzMzItNGI2Mi00Y2M3LTgwYzgtYTZjNjA2Zjc3NGEyXkEyXkFqcGc@._V1_CR182,18,1950,2925_.jpg', 'width': 1950, 'height': 2925}",,,,"{'currentRank': 4653, 'changeDirection': 'UP', 'difference': 1518}",46,4653.0,1.0
nm5429286,Alícia Falcó,,,,,"{'currentRank': 4654, 'changeDirection': 'DOWN', 'difference': 2206}",46,4654.0,1.0
nm3666749,Taylour Paige,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGQ2ZTQzNjYtMDI1Yi00MDYwLTg4YzAtMjM0NzU2ZDIyYzUwXkEyXkFqcGc@._V1_CR104,1,616,924_.jpg', 'width': 616, 'height': 924}",165.0,"{'year': 1990, 'month': 10, 'day': 5}",,"{'currentRank': 4655, 'changeDirection': 'UP', 'difference': 38}",46,4655.0,1.0
nm2236560,Mozhan Navabi,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDg5Njc3NDQtY2YxOS00MzU2LWE5OGEtYjY0OGQxN2M4YWViXkEyXkFqcGc@._V1_.jpg', 'width': 1251, 'height': 1877}",177.0,"{'year': 1980, 'month': 5, 'day': 3}",,"{'currentRank': 4656, 'changeDirection': 'UP', 'difference': 320}",46,4656.0,1.0
nm8773928,Patti Harrison,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzA5ZjE4ZjgtYTEwZi00Mjc1LTljNTEtOTlkYzE5OTljZDI0XkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1000}",,"{'year': 1990, 'month': 10, 'day': 31}",,"{'currentRank': 4657, 'changeDirection': 'DOWN', 'difference': 221}",46,4657.0,1.0
nm3418980,Ayesha Harris,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTNiYzMzYTMtM2JhMy00N2FiLWI5MmItNTk3NjBkZGEzZTFlXkEyXkFqcGc@._V1_.jpg', 'width': 1284, 'height': 1604}",175.0,,,"{'currentRank': 4658, 'changeDirection': 'UP', 'difference': 861}",46,4658.0,1.0
nm0001853,Vanessa Williams,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE2OTI0NTQ4MV5BMl5BanBnXkFtZTcwODUyMjM2MQ@@._V1_.jpg', 'width': 282, 'height': 400}",168.0,"{'year': 1963, 'month': 3, 'day': 18}",,"{'currentRank': 4659, 'changeDirection': 'DOWN', 'difference': 3650}",46,4659.0,1.0
nm0806527,Sharon Small,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDI1MDI4ODgzNF5BMl5BanBnXkFtZTcwMjM2MjUzMg@@._V1_.jpg', 'width': 2048, 'height': 1370}",165.0,"{'year': 1967, 'month': 1, 'day': 1}",,"{'currentRank': 4660, 'changeDirection': 'DOWN', 'difference': 253}",46,4660.0,1.0
nm1490458,Rigo Sanchez,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjdmZDExN2EtN2Y1OC00YmVhLWIxYmYtMTlkYzY0YjIxMDI5XkEyXkFqcGc@._V1_.jpg', 'width': 1372, 'height': 911}",185.0,,,"{'currentRank': 4661, 'changeDirection': 'DOWN', 'difference': 2375}",46,4661.0,1.0
nm0416253,Adam James,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWZmZmU1NGQtNTQxNC00ODYwLTgwMmMtNjFjOWY5MjBjY2JjXkEyXkFqcGc@._V1_.jpg', 'width': 382, 'height': 594}",178.0,"{'year': 1972, 'month': 9, 'day': 9}",,"{'currentRank': 4662, 'changeDirection': 'DOWN', 'difference': 558}",46,4662.0,1.0
nm0787680,Shakira,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEwNzkzNzkyMl5BMl5BanBnXkFtZTcwNTEyOTMwNw@@._V1_.jpg', 'width': 1480, 'height': 2048}",157.0,"{'year': 1977, 'month': 2, 'day': 2}",,"{'currentRank': 4663, 'changeDirection': 'DOWN', 'difference': 2151}",46,4663.0,1.0
nm0227710,Joe Dinicol,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDg2MGY1NWUtNDE1ZC00NmZkLWIzYTktYjVhM2FiYzE1Yjk5XkEyXkFqcGc@._V1_.jpg', 'width': 3247, 'height': 4871}",180.0,,,"{'currentRank': 4664, 'changeDirection': 'DOWN', 'difference': 2557}",46,4664.0,1.0
nm14188245,Sam Warnock,"{'url': 'https://m.media-amazon.com/images/M/MV5BYWY1YmZhYjktZTc3OC00YTEwLTkwNmMtMTg1NWI2Y2E2MWRmXkEyXkFqcGc@._V1_.jpg', 'width': 3411, 'height': 1701}",,,,"{'currentRank': 4665, 'changeDirection': 'DOWN', 'difference': 958}",46,4665.0,1.0
nm0001213,Harvey Fierstein,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTU1MzgzOTI3Nl5BMl5BanBnXkFtZTcwNzE3MjU4Mg@@._V1_.jpg', 'width': 321, 'height': 400}",185.0,"{'year': 1952, 'month': 6, 'day': 6}",,"{'currentRank': 4666, 'changeDirection': 'DOWN', 'difference': 842}",46,4666.0,1.0
nm0416524,Geraldine James,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTgwMzkzNDY5OF5BMl5BanBnXkFtZTcwMzA2MzQxNw@@._V1_.jpg', 'width': 1376, 'height': 2048}",170.0,"{'year': 1950, 'month': 7, 'day': 6}",,"{'currentRank': 4667, 'changeDirection': 'DOWN', 'difference': 200}",46,4667.0,1.0
nm3230329,Gaia Wise,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjczYmJhNmMtYzc0Mi00MTRhLTg3YTAtNDE5Y2ViMWU4NGJiXkEyXkFqcGc@._V1_.jpg', 'width': 3840, 'height': 5760}",,"{'year': 1999, 'month': 12, 'day': 4}",,"{'currentRank': 4668, 'changeDirection': 'DOWN', 'difference': 369}",46,4668.0,1.0
nm1145983,B.J. Novak,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTk1NzA4NDg4MF5BMl5BanBnXkFtZTgwNDEzMzQ4MDI@._V1_.jpg', 'width': 1513, 'height': 2048}",174.0,"{'year': 1979, 'month': 7, 'day': 31}",,"{'currentRank': 4669, 'changeDirection': 'DOWN', 'difference': 292}",46,4669.0,1.0
nm2537621,Jessica McNamee,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjU3YjZjNjMtMmJlZS00NTMwLWFjYjktZmY4OGUyMjg1N2JlXkEyXkFqcGc@._V1_.jpg', 'width': 1163, 'height': 1454}",168.0,,,"{'currentRank': 4670, 'changeDirection': 'UP', 'difference': 933}",46,4670.0,1.0
nm0001595,Michael Paré,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDAzNDQxNjI1OF5BMl5BanBnXkFtZTcwMjA1OTE3NQ@@._V1_.jpg', 'width': 1365, 'height': 2048}",185.0,"{'year': 1958, 'month': 10, 'day': 9}",,"{'currentRank': 4671, 'changeDirection': 'DOWN', 'difference': 747}",46,4671.0,1.0
nm0481092,Jay Laga'aia,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEzOTAxMjU4MV5BMl5BanBnXkFtZTcwMTMyMzUzMQ@@._V1_.jpg', 'width': 450, 'height': 568}",185.0,"{'year': 1963, 'month': 9, 'day': 10}",,"{'currentRank': 4672, 'changeDirection': 'UP', 'difference': 29095}",46,4672.0,1.0
nm0266441,Siobhan Fallon Hogan,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWRjNmEyOGUtM2NlNS00ZmZjLWFkMTUtYmZkZjgwYWYxMmQ1XkEyXkFqcGc@._V1_.jpg', 'width': 3840, 'height': 5760}",168.0,"{'year': 1961, 'month': 5, 'day': 13}",,"{'currentRank': 4673, 'changeDirection': 'DOWN', 'difference': 373}",46,4673.0,1.0
nm0005226,Debra Messing,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYzMjUzMjg3M15BMl5BanBnXkFtZTcwMTc0NDU5OA@@._V1_.jpg', 'width': 1363, 'height': 2048}",173.0,"{'year': 1968, 'month': 8, 'day': 15}",,"{'currentRank': 4674, 'changeDirection': 'UP', 'difference': 218}",46,4674.0,1.0
nm0909768,Matt Walsh,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGU4ZWMxNDUtNDU2MS00NjYyLWI4NmItNTVjNmEzMzg2NzdmXkEyXkFqcGc@._V1_.jpg', 'width': 3000, 'height': 2625}",183.0,"{'year': 1964, 'month': 10, 'day': 13}",,"{'currentRank': 4675, 'changeDirection': 'DOWN', 'difference': 31}",46,4675.0,1.0
nm0001766,Barbara Stanwyck,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmQwNmYwMDQtNzkzYy00MDVmLWExNGEtNGU1MTkxMjgyZDk3XkEyXkFqcGc@._V1_.jpg', 'width': 3040, 'height': 3713}",165.0,"{'year': 1907, 'month': 7, 'day': 16}","{'year': 1990, 'month': 1, 'day': 20}","{'currentRank': 4676, 'changeDirection': 'DOWN', 'difference': 1368}",46,4676.0,1.0
nm4422007,Anamaria Vartolomei,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDU5ZGQyNDQtODdjZC00YmExLThhZWUtMjA5ZGFkMWE1MTgwXkEyXkFqcGc@._V1_.jpg', 'width': 1200, 'height': 1800}",170.0,"{'year': 1999, 'month': 4, 'day': 9}",,"{'currentRank': 4677, 'changeDirection': 'UP', 'difference': 459}",46,4677.0,1.0
nm2764713,Tim Key,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjA0ZmQ4MjMtOWZkZC00ZWEzLThhMTctZDQxNWViNWFmNmJjXkEyXkFqcGc@._V1_.jpg', 'width': 1228, 'height': 1842}",,"{'year': 1976, 'month': 9, 'day': 2}",,"{'currentRank': 4678, 'changeDirection': 'UP', 'difference': 535}",46,4678.0,1.0
nm5312098,Stefania Spampinato,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGU4NGNmNTktYTc2Yi00Njk5LTk5YzktMWVjMTFkZmU5MzYyXkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}",173.0,,,"{'currentRank': 4679, 'changeDirection': 'DOWN', 'difference': 52}",46,4679.0,1.0
nm0908919,Eli Wallach,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDcwZDdiZWEtMGYxYS00MjI0LTgwNjctMWVkODZiZGE1ZDdjXkEyXkFqcGc@._V1_.jpg', 'width': 2261, 'height': 3348}",170.0,"{'year': 1915, 'month': 12, 'day': 7}","{'year': 2014, 'month': 6, 'day': 24}","{'currentRank': 4680, 'changeDirection': 'DOWN', 'difference': 302}",46,4680.0,1.0
nm0001546,Mary Tyler Moore,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY3Mzk2MDMzMl5BMl5BanBnXkFtZTgwNzc0NTUyMTI@._V1_.jpg', 'width': 1489, 'height': 2048}",170.0,"{'year': 1936, 'month': 12, 'day': 29}","{'year': 2017, 'month': 1, 'day': 25}","{'currentRank': 4681, 'changeDirection': 'DOWN', 'difference': 622}",46,4681.0,1.0
nm0625383,Gene Nelson,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjIyMjEzNzgyNV5BMl5BanBnXkFtZTcwODg2NTcwOA@@._V1_.jpg', 'width': 1649, 'height': 2048}",183.0,"{'year': 1920, 'month': 3, 'day': 24}","{'year': 1996, 'month': 9, 'day': 16}","{'currentRank': 4682, 'changeDirection': 'UP', 'difference': 4838}",46,4682.0,1.0
nm1119340,Kristoffer Polaha,"{'url': 'https://m.media-amazon.com/images/M/MV5BZmY2MDE2Y2UtNjU0My00YmI2LWIxZjAtYjQ1NGEwZWMwN2FjXkEyXkFqcGc@._V1_.jpg', 'width': 3438, 'height': 5167}",193.0,,,"{'currentRank': 4683, 'changeDirection': 'DOWN', 'difference': 301}",46,4683.0,1.0
nm0611552,Rani Mukerji,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjI4MjI2MTEwOV5BMl5BanBnXkFtZTgwMzkxMDU0OTE@._V1_.jpg', 'width': 1365, 'height': 2048}",158.0,"{'year': 1978, 'month': 3, 'day': 21}",,"{'currentRank': 4684, 'changeDirection': 'DOWN', 'difference': 2884}",46,4684.0,1.0
nm1020124,Sarah Clarke,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTc3NzI4NjkyM15BMl5BanBnXkFtZTcwNTU2NzkyMQ@@._V1_.jpg', 'width': 450, 'height': 625}",163.0,"{'year': 1971, 'month': 2, 'day': 16}",,"{'currentRank': 4685, 'changeDirection': 'UP', 'difference': 540}",46,4685.0,1.0
nm2348627,Lucas Hedges,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWI1Y2I1MzUtMWM0My00ZjU4LTgxZjEtY2E2MGE2ZWE1MmYwXkEyXkFqcGc@._V1_.jpg', 'width': 3712, 'height': 5568}",180.0,"{'year': 1996, 'month': 12, 'day': 12}",,"{'currentRank': 4686, 'changeDirection': 'DOWN', 'difference': 104}",46,4686.0,1.0
nm4427331,Daniella Pineda,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDM4OGNiYzYtZWZkYy00OWQ5LTgyYTUtNjNkYzIyMjk3Y2E4XkEyXkFqcGc@._V1_.jpg', 'width': 1920, 'height': 2560}",165.0,,,"{'currentRank': 4687, 'changeDirection': 'DOWN', 'difference': 934}",46,4687.0,1.0
nm0951420,William Zabka,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDJhN2NiMDYtNDRiYi00YzNhLWJkZjEtZDg5MTcyNjA0ZTJkXkEyXkFqcGc@._V1_.jpg', 'width': 892, 'height': 1093}",184.0,,,"{'currentRank': 4688, 'changeDirection': 'DOWN', 'difference': 154}",46,4688.0,1.0
nm0242654,Trieste Kelly Dunn,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2ZhMjYyMGMtM2MzOS00MTAxLWIyZTAtYjYxNWUxZjY2YTc0XkEyXkFqcGc@._V1_.jpg', 'width': 413, 'height': 594}",168.0,"{'year': 1981, 'month': 1, 'day': 14}",,"{'currentRank': 4689, 'changeDirection': 'UP', 'difference': 404}",46,4689.0,1.0
nm2067953,Ed Westwick,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTdiOGQwMGYtODBkMC00MzIzLWIwMjYtZTkxMDA4ODM3YjhlXkEyXkFqcGc@._V1_.jpg', 'width': 2403, 'height': 3004}",180.0,"{'year': 1987, 'month': 6, 'day': 27}",,"{'currentRank': 4690, 'changeDirection': 'UP', 'difference': 109}",46,4690.0,1.0
nm1372621,Nicholas Burns,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzBkYmMyNGMtODE5NS00YWZhLTg2YTItNGJiNDgwZDkzOWJkXkEyXkFqcGc@._V1_.jpg', 'width': 1672, 'height': 2507}",,"{'year': 1977, 'month': 3, 'day': 5}",,"{'currentRank': 4691, 'changeDirection': 'UP', 'difference': 11639}",46,4691.0,1.0
nm0853079,Robert Taylor,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQyMzU3YjQtOTIzYS00MWUwLTkxNDItMjUyNjRiOThkZDIyXkEyXkFqcGc@._V1_.jpg', 'width': 1290, 'height': 2796}",188.0,"{'year': 1963, 'month': 7, 'day': 7}",,"{'currentRank': 4692, 'changeDirection': 'DOWN', 'difference': 1125}",46,4692.0,1.0
nm0604563,Cindy Morgan,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjUwNTcxMDAtNjA2ZC00ZTQ2LTkxOGQtNTk0YzMxZjZlZTcyXkEyXkFqcGc@._V1_.jpg', 'width': 227, 'height': 324}",170.0,"{'year': 1951, 'month': 9, 'day': 29}","{'year': 2023, 'month': 12, 'day': 30}","{'currentRank': 4693, 'changeDirection': 'UP', 'difference': 2673}",46,4693.0,1.0
nm0636046,Nolan North,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDE0M2UzZTItYmUwYS00ZDY0LTkxYTktMDI0NjlhNmE2ZDUxXkEyXkFqcGc@._V1_.jpg', 'width': 434, 'height': 781}",183.0,"{'year': 1970, 'month': 10, 'day': 31}",,"{'currentRank': 4694, 'changeDirection': 'UP', 'difference': 437}",46,4694.0,1.0
nm0001844,Frank Whaley,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWJiZDNiYmItMzg5MS00M2U5LTlkM2ItYTMwNzY5N2Q5MmYwXkEyXkFqcGc@._V1_CR134,1,1333,1999_.jpg', 'width': 1333, 'height': 1999}",171.0,"{'year': 1963, 'month': 7, 'day': 20}",,"{'currentRank': 4695, 'changeDirection': 'DOWN', 'difference': 254}",46,4695.0,1.0
nm0837992,Camille Sullivan,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTM5MWY4MWYtMGE0NS00N2I0LTlkZTMtMTdlODE3YzNjYjQ1XkEyXkFqcGc@._V1_CR830,65,705,1057_.jpg', 'width': 705, 'height': 1057}",170.0,,,"{'currentRank': 4696, 'changeDirection': 'DOWN', 'difference': 876}",46,4696.0,1.0
nm0513010,Rex Linn,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTUxNjMwNTMwOF5BMl5BanBnXkFtZTgwMDg0MTEyMDE@._V1_.jpg', 'width': 1554, 'height': 2048}",193.0,"{'year': 1956, 'month': 11, 'day': 13}",,"{'currentRank': 4697, 'changeDirection': 'DOWN', 'difference': 276}",46,4697.0,1.0
nm2053650,Rachel Shenton,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDcyZTI1ZjktNzJlYy00NTkyLWIxY2YtYjk5ZjMzMmRkNWZlXkEyXkFqcGc@._V1_.jpg', 'width': 634, 'height': 932}",157.0,,,"{'currentRank': 4698, 'changeDirection': 'DOWN', 'difference': 232}",46,4698.0,1.0
nm0005098,Chris Klein,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA1MTE1NDE4N15BMl5BanBnXkFtZTcwOTk2NDU1Nw@@._V1_.jpg', 'width': 1497, 'height': 2048}",185.0,"{'year': 1979, 'month': 3, 'day': 14}",,"{'currentRank': 4699, 'changeDirection': 'DOWN', 'difference': 370}",46,4699.0,1.0
nm0001462,Jason Scott Lee,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ2NDgxNzQxN15BMl5BanBnXkFtZTgwNDMyOTIwMjE@._V1_.jpg', 'width': 3085, 'height': 4759}",178.0,"{'year': 1966, 'month': 11, 'day': 19}",,"{'currentRank': 4700, 'changeDirection': 'UP', 'difference': 300}",46,4700.0,1.0
nm0144657,Dan Castellaneta,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjAyNDY5NDEwOV5BMl5BanBnXkFtZTcwMjY0ODYyMQ@@._V1_.jpg', 'width': 224, 'height': 314}",178.0,"{'year': 1957, 'month': 10, 'day': 29}",,"{'currentRank': 4701, 'changeDirection': 'UP', 'difference': 123}",46,4701.0,1.0
